"DateTime","Alexandrium catenella","Dinophysis acuminata","Dinophysis norvegica","Karenia","Margalefidinium polykrikoides","Pseudo-nitzschia"
"2020-09-15 15:29:39",0,289,0,2309,289,577
"2020-09-15 18:38:22",577,288,0,7499,577,288
"2020-09-15 21:47:05",280,559,0,5593,280,280
"2020-09-16 01:21:10",500,5503,0,5753,250,2001
"2020-09-16 04:29:53",262,787,0,4197,0,2099
"2020-09-16 07:38:35",265,1852,0,7409,0,2911
"2020-09-16 10:47:18",273,1091,0,9543,545,545
"2020-09-16 13:56:00",502,502,0,3512,752,3261
"2020-09-16 17:04:43",0,1584,0,2904,0,2112
"2020-09-16 20:38:51",521,782,0,3909,521,1042
"2020-09-16 23:47:33",277,553,0,2214,0,2490
"2020-09-17 02:56:14",267,0,267,2402,0,2668
"2020-09-17 06:04:56",0,264,0,1319,0,528
"2020-09-17 09:13:38",258,774,0,7995,258,3095
"2020-09-17 12:22:20",271,814,0,6512,0,2442
"2020-09-17 15:31:02",261,523,0,3135,0,4181
"2020-09-17 19:05:12",0,1767,0,1262,0,1010
"2020-09-17 22:13:54",248,0,0,2733,745,1491
"2020-09-18 01:22:36",525,263,0,4726,525,2101
"2020-09-18 04:31:18",256,256,0,3841,256,4097
"2020-09-18 07:40:00",0,1088,0,1904,0,1360
"2020-09-18 10:48:43",0,550,0,1099,0,2199
"2020-09-18 14:22:52",0,797,266,2126,266,3455
"2020-09-18 17:31:35",274,274,0,4109,0,1643
"2020-09-18 20:40:18",0,611,0,1832,0,3054
"2020-09-18 23:49:01",0,1148,0,861,0,287
"2020-09-19 02:57:43",0,0,0,1042,0,4166
"2020-09-19 06:06:26",267,0,0,2402,0,534
"2020-09-19 09:40:36",278,555,278,1665,0,1388
"2020-09-19 12:49:19",0,272,0,2724,0,1362
"2020-09-19 15:58:02",262,525,262,787,0,3149
"2020-09-19 19:06:45",0,0,0,1662,0,1662
"2020-09-19 22:15:28",0,290,0,1739,0,2898
"2020-09-20 01:24:11",0,532,0,3458,0,1330
"2020-09-20 04:58:20",0,529,0,1323,529,2912
"2020-09-20 08:07:02",267,534,0,2135,267,534
"2020-09-20 11:15:46",0,281,0,3658,0,844
"2020-09-20 17:33:12",282,282,0,1128,0,1692
"2020-09-20 20:41:55",292,875,0,0,0,3501
"2020-09-21 03:24:46",0,276,0,1103,0,1655
"2020-09-21 06:33:29",0,1052,0,2104,263,2893
"2020-09-21 09:42:12",0,266,0,798,0,2129
"2020-09-21 12:50:55",0,547,0,1368,0,2463
"2020-09-21 15:59:39",0,277,0,1385,0,1662
"2020-09-21 20:21:31",0,281,0,562,0,1406
"2020-09-21 23:55:19",0,286,0,859,0,859
"2020-09-22 06:12:44",266,0,0,1593,266,797
"2020-09-22 09:21:27",0,265,0,265,0,1061
"2020-09-22 15:38:54",276,553,0,1105,0,276
"2020-09-22 19:13:04",266,533,0,1599,0,2132
"2020-09-22 22:21:47",0,0,0,523,0,1831
"2020-09-23 01:30:30",261,0,0,523,261,784
"2020-09-23 04:39:13",0,251,0,251,0,2258
"2020-09-23 07:47:55",0,740,0,493,0,1726
"2020-09-23 10:56:37",0,239,0,716,0,1671
"2020-09-23 14:30:45",0,736,0,736,0,1471
"2020-09-23 17:39:28",0,249,0,746,0,994
"2020-09-23 20:48:09",0,242,0,0,0,3635
"2020-09-23 23:56:51",0,229,0,229,0,229
"2020-09-24 03:05:32",0,0,0,0,0,905
"2020-09-24 06:14:13",0,0,0,904,0,1131
"2020-09-24 09:48:21",0,223,223,223,0,1338
"2020-09-24 12:57:02",0,228,228,1138,0,1138
"2020-09-24 16:05:43",227,682,0,227,0,455
"2020-09-24 19:14:24",238,713,0,238,0,1188
"2020-09-24 22:23:05",230,1149,0,460,0,919
"2020-09-25 01:31:46",0,220,0,220,0,660
"2020-09-25 04:40:27",218,218,0,218,0,2612
"2020-09-25 08:14:34",0,0,0,876,0,657
"2020-09-25 11:23:14",0,222,0,222,0,0
"2020-09-25 14:31:55",0,224,0,0,0,449
"2020-09-25 17:40:36",0,441,0,662,0,662
"2020-09-25 20:49:17",0,224,0,671,0,447
"2020-09-25 23:57:58",0,0,0,0,0,873
"2020-09-26 03:32:05",0,0,0,0,0,859
"2020-09-26 06:40:45",0,0,0,427,213,0
"2020-09-26 09:49:26",0,0,0,0,0,856
"2020-09-26 12:58:07",0,659,0,0,0,220
"2020-09-26 16:06:47",232,0,0,232,0,928
"2020-09-26 19:15:28",0,0,0,651,0,1520
"2020-09-26 22:49:34",0,426,0,0,0,1065
"2020-09-27 01:58:15",0,215,0,0,429,859
"2020-09-27 05:06:55",0,0,0,0,0,0
"2020-09-27 08:15:36",0,212,0,212,0,424
"2020-09-27 11:24:16",216,216,0,0,0,1295
"2020-09-27 14:32:57",0,0,0,0,0,216
"2020-09-27 18:07:05",0,0,0,634,0,423
"2020-09-27 21:15:46",0,210,0,0,0,631
"2020-09-28 00:24:27",213,213,0,638,0,851
"2020-09-28 03:56:42",0,214,0,214,0,0
"2020-09-28 07:05:22",0,0,209,0,0,835
"2020-09-28 10:14:03",0,213,0,0,0,1065
"2020-09-28 13:22:43",0,0,0,0,0,0
"2020-09-28 16:56:51",0,0,0,899,0,899
"2020-09-28 20:05:32",0,0,0,216,0,432
"2020-09-28 23:14:12",0,1853,0,0,0,1853
"2020-09-29 02:22:53",0,0,0,0,0,208
"2020-09-29 05:31:33",0,0,0,0,0,213
"2020-09-29 08:40:14",0,0,0,0,0,0
"2020-09-29 12:14:21",0,214,0,214,0,429
"2020-09-30 02:18:59",0,0,0,0,0,852
"2020-09-30 05:27:38",0,0,0,431,0,1509
"2020-09-30 09:01:46",0,0,0,650,0,434
"2020-09-30 19:21:45",0,0,0,674,0,450
"2020-09-30 22:30:26",0,443,0,0,0,664
"2020-10-01 01:39:07",0,220,0,220,0,660
"2020-10-01 04:47:48",0,437,218,218,0,218
"2020-10-01 07:56:29",0,0,0,0,0,871
"2020-10-01 11:30:13",0,1095,0,219,0,657
"2020-10-01 14:38:53",0,452,0,226,0,678
"2020-10-01 17:47:34",0,226,0,678,0,904
"2020-10-01 20:56:13",218,0,0,0,0,653
"2020-10-02 00:04:54",0,224,0,0,0,224
"2020-10-02 03:13:35",0,0,0,0,0,221
"2020-10-02 06:47:21",0,0,0,218,0,218
"2020-10-02 09:56:02",0,0,0,425,0,0
"2020-10-02 13:04:42",0,220,0,220,0,659
"2020-10-02 16:13:23",0,224,0,448,0,0
"2020-10-02 19:22:05",0,0,0,225,0,901
"2020-10-02 22:30:47",0,226,0,226,0,226
"2020-10-03 01:39:28",0,450,0,675,0,675
"2020-10-03 05:13:34",0,677,0,451,0,451
"2020-10-03 08:22:14",0,445,0,0,0,222
"2020-10-03 11:30:55",0,0,0,0,0,0
"2020-10-03 14:39:36",0,0,0,223,0,223
"2020-10-03 17:48:17",0,0,0,228,0,684
"2020-10-03 20:56:58",0,0,0,445,0,0
"2020-10-04 00:31:06",0,223,0,0,0,0
"2020-10-04 03:39:47",219,876,0,438,0,219
"2020-10-04 06:48:28",0,450,0,675,225,225
"2020-10-04 09:57:09",0,440,0,0,0,220
"2020-10-04 13:05:50",0,436,0,218,0,218
"2020-10-04 16:14:31",221,0,0,885,0,221
"2020-10-04 19:48:18",0,223,0,0,0,223
"2020-10-04 22:56:57",0,662,0,221,0,221
"2020-10-05 02:05:38",0,0,0,449,224,0
"2020-10-05 05:14:19",0,891,0,445,0,668
"2020-10-05 08:23:00",0,0,0,221,0,442
"2020-10-05 11:31:41",0,439,0,220,0,0
"2020-10-05 15:05:50",0,225,0,899,0,0
"2020-10-05 19:33:39",0,256,0,512,0,512
"2020-10-05 22:42:21",501,501,0,501,0,251
"2020-10-06 01:51:02",0,240,240,240,0,0
"2020-10-06 04:59:43",234,234,234,234,0,0
"2020-10-06 08:08:23",0,241,0,483,0,0
"2020-10-06 11:17:04",0,475,0,0,0,237
"2020-10-06 14:51:12",0,758,0,758,0,0
"2020-10-06 17:59:53",503,252,0,0,0,0
"2020-10-06 21:08:34",0,260,0,1300,0,260
"2020-10-07 00:17:15",0,959,0,479,0,0
"2020-10-07 03:25:55",239,239,0,954,239,239
"2020-10-07 06:34:36",476,238,0,951,0,0
"2020-10-07 10:08:44",240,962,0,240,0,721
"2020-10-07 13:17:25",0,697,0,232,0,0
"2020-10-07 16:26:06",239,1197,0,479,239,1197
"2020-10-07 19:34:48",0,499,0,499,249,0
"2020-10-07 22:43:28",0,486,0,1946,0,0
"2020-10-08 01:52:09",0,468,0,0,0,0
"2020-10-08 05:26:16",0,0,0,231,0,0
"2020-10-08 08:34:57",231,231,0,231,231,0
"2020-10-08 11:43:38",0,241,0,962,0,0
"2020-10-08 14:52:19",0,719,0,479,0,0
"2020-10-08 18:01:00",0,496,0,993,0,0
"2020-10-08 21:09:40",0,250,0,501,0,0
"2020-10-09 00:43:47",0,495,0,990,0,0
"2020-10-09 03:52:28",243,487,0,974,243,243
"2020-10-09 07:01:09",0,706,0,1413,0,0
"2020-10-09 10:09:49",0,238,0,0,0,0
"2020-10-09 13:18:30",0,0,0,734,0,245
"2020-10-09 16:27:11",0,244,0,488,0,975
"2020-10-09 19:35:52",0,0,0,499,0,499
"2020-10-09 23:09:37",245,491,0,491,0,0
"2020-10-10 02:18:18",0,496,0,745,0,248
"2020-10-10 05:26:59",0,1223,0,245,0,0
"2020-10-10 08:35:40",0,240,0,720,0,0
"2020-10-10 11:44:20",0,702,0,234,0,234
"2020-10-10 14:53:01",0,0,0,0,0,762
"2020-10-10 18:26:48",0,466,0,700,0,466
"2020-10-10 21:35:29",250,0,0,501,0,0
"2020-10-11 00:44:10",0,696,0,696,0,0
"2020-10-11 03:52:51",0,460,0,460,0,460
"2020-10-11 07:01:31",0,229,0,229,0,0
"2020-10-11 10:10:12",0,457,0,457,0,228
"2020-10-11 13:44:22",0,756,0,504,0,756
"2020-10-11 16:53:03",0,260,260,1038,260,519
"2020-10-11 20:01:44",266,0,0,1063,0,0
"2020-10-11 23:10:25",0,243,0,243,0,486
"2020-10-12 02:19:06",0,1492,0,746,0,0
"2020-10-12 05:27:46",0,1274,0,510,0,0
"2020-10-12 09:01:53",0,1230,0,492,0,0
"2020-10-12 12:10:34",0,250,250,1001,0,250
"2020-10-12 15:19:15",0,779,0,520,260,260
"2020-10-12 18:27:56",275,825,0,1376,0,550
"2020-10-12 21:36:38",549,1648,0,1648,549,549
"2020-10-13 00:45:19",0,1587,0,793,529,264
"2020-10-13 03:54:01",269,1076,0,538,0,0
"2020-10-13 07:28:08",264,527,0,527,0,527
"2020-10-13 10:36:49",0,514,0,514,0,0
"2020-10-13 13:45:31",0,771,0,771,257,514
"2020-10-13 16:54:12",0,740,0,740,0,986
"2020-10-13 20:02:53",0,511,0,766,0,255
"2020-10-13 23:11:34",0,761,0,254,0,254
"2020-10-14 02:45:45",0,257,0,513,0,1026
"2020-10-14 05:54:26",252,252,0,503,0,252
"2020-10-14 09:03:07",244,488,0,488,0,488
"2020-10-14 12:11:48",0,992,0,496,0,248
"2020-10-14 15:20:29",238,238,0,238,0,477
"2020-10-14 17:18:24",0,230,0,460,0,460
"2020-10-14 20:52:31",0,0,0,462,0,0
"2020-10-15 00:01:12",0,734,0,1469,0,245
"2020-10-15 03:09:53",0,234,0,703,0,0
"2020-10-15 06:18:34",0,467,0,233,0,467
"2020-10-15 09:27:14",0,0,0,458,0,229
"2020-10-15 12:35:55",237,712,0,950,0,475
"2020-10-15 15:44:36",237,712,0,1187,0,475
"2020-10-15 19:18:44",0,699,0,466,0,0
"2020-10-15 22:27:25",0,238,0,1191,0,953
"2020-10-16 01:36:06",0,476,0,476,0,238
"2020-10-16 04:44:47",236,472,0,707,236,236
"2020-10-16 07:53:28",0,935,0,701,0,701
"2020-10-16 11:02:09",0,915,0,229,0,229
"2020-10-16 14:36:17",234,468,0,468,0,468
"2020-10-16 17:44:59",0,484,0,0,0,968
"2020-10-16 20:53:40",0,257,0,513,0,257
"2020-10-17 00:02:21",0,495,247,495,0,495
"2020-10-17 03:11:02",239,716,0,239,0,0
"2020-10-17 06:19:43",0,240,240,481,0,481
"2020-10-17 09:53:54",0,233,0,0,0,233
"2020-10-17 13:02:35",0,232,0,465,0,0
"2020-10-17 16:11:15",0,0,0,231,0,0
"2020-10-17 19:19:56",0,235,0,942,0,0
"2020-10-17 22:28:37",0,231,0,461,0,231
"2020-10-18 01:37:18",0,707,0,471,0,236
"2020-10-18 05:11:05",0,232,0,926,0,0
"2020-10-18 08:19:45",0,229,229,229,0,0
"2020-10-18 11:28:26",0,0,0,700,0,0
"2020-10-18 14:37:07",0,237,0,710,0,0
"2020-10-18 17:45:48",0,236,0,1181,0,236
"2020-10-18 20:54:28",236,471,0,471,0,707
"2020-10-19 00:03:09",220,0,0,440,0,220
"2020-10-19 03:37:19",0,962,0,481,0,241
"2020-10-19 06:46:00",0,238,238,713,238,238
"2020-10-19 09:54:41",0,472,0,472,0,236
"2020-10-19 13:03:22",0,736,245,245,0,245
"2020-10-19 17:16:25",0,461,0,1612,0,461
"2020-10-19 20:25:07",233,465,0,698,0,698
"2020-10-19 23:59:17",227,227,0,680,0,0
"2020-10-20 03:07:58",0,926,0,695,0,0
"2020-10-20 06:16:39",231,1384,0,1384,231,922
"2020-10-20 09:25:19",0,917,0,229,0,229
"2020-10-20 12:34:00",0,0,0,219,0,0
"2020-10-20 15:42:41",0,472,0,236,0,472
"2020-10-20 19:16:48",0,470,0,470,235,235
"2020-10-20 22:25:28",0,229,0,458,0,0
"2020-10-21 01:34:09",0,1412,0,471,0,235
"2020-10-21 04:42:50",0,456,0,684,0,228
"2020-10-21 07:51:31",0,918,0,688,0,0
"2020-10-21 11:00:11",0,227,0,227,0,680
"2020-10-21 14:33:55",219,0,0,439,0,0
"2020-10-21 17:42:36",0,242,0,242,0,0
"2020-10-21 20:51:17",239,239,0,478,239,0
"2020-10-21 23:59:58",0,461,0,0,0,0
"2020-10-22 03:08:40",0,446,0,446,0,0
"2020-10-22 06:17:20",0,917,0,0,229,458
"2020-10-22 09:26:01",0,225,0,450,0,0
"2020-10-22 13:00:06",0,228,0,228,0,228
"2020-10-22 16:08:46",223,670,0,0,0,223
"2020-10-22 19:17:28",0,460,0,230,0,0
"2020-10-22 22:26:08",0,933,0,1167,233,0
"2020-10-23 01:34:49",0,1355,0,226,0,0
"2020-10-23 04:43:30",0,1134,0,1134,227,0
"2020-10-23 08:17:40",0,937,0,703,234,703
"2020-10-23 11:26:21",0,450,0,675,225,225
"2020-10-23 14:35:03",239,954,0,1193,239,954
"2020-10-23 17:43:43",0,0,0,0,0,24084
"2020-10-25 11:05:00",0,923,0,461,0,231
"2020-10-25 14:13:41",0,249,0,1994,0,249
"2020-10-25 17:22:23",0,251,0,2007,251,0
"2020-10-25 20:31:04",246,0,0,1969,0,1477
"2020-10-25 23:39:46",245,490,0,2203,0,979
"2020-10-26 02:48:27",484,0,0,1695,0,242
"2020-10-26 05:57:08",0,725,0,2415,0,1449
"2020-10-26 09:31:14",0,0,0,712,0,1186
"2020-10-26 12:39:55",0,237,0,948,0,711
"2020-10-26 15:48:36",0,499,0,499,0,1498
"2020-10-26 19:42:50",0,0,0,1591,0,1326
"2020-10-26 22:51:31",249,0,0,1493,0,747
"2020-10-27 02:00:13",242,484,0,1209,0,242
"2020-10-27 05:34:20",0,721,0,1441,0,1201
"2020-10-27 08:43:01",1172,938,0,1875,0,234
"2020-10-27 11:51:42",232,0,0,464,0,0
"2020-10-27 15:00:24",747,498,0,996,0,498
"2020-10-27 18:09:05",0,723,0,723,0,482
"2020-10-27 21:17:47",0,486,0,1458,0,486
"2020-10-28 00:51:53",459,230,0,1608,0,689
"2020-10-28 04:00:34",0,232,0,232,0,232
"2020-10-28 07:09:15",232,0,0,1395,0,465
"2020-10-28 10:17:56",227,0,0,227,0,680
"2020-10-28 13:26:37",232,696,0,928,0,696
"2020-10-28 16:35:18",754,754,0,1005,0,2009
"2020-10-28 20:09:27",248,1238,0,1238,0,248
"2020-10-28 22:30:58",0,0,0,433,0,433
"2020-10-29 01:39:38",218,437,218,437,0,218
"2020-10-29 04:48:19",0,450,0,225,0,450
"2020-10-29 07:57:00",0,444,0,444,0,222
"2020-10-29 11:05:41",0,0,0,219,0,439
"2020-10-29 14:14:20",0,230,0,0,0,921
"2020-10-29 17:48:28",0,246,0,1968,0,2460
"2020-10-29 20:57:09",0,0,0,699,0,699
"2020-10-30 00:05:51",0,223,0,892,0,446
"2020-10-30 03:14:32",0,480,0,1441,0,240
"2020-10-30 06:23:14",245,245,0,1717,0,981
"2020-10-30 09:31:55",713,0,238,1664,0,713
"2020-10-30 13:06:03",0,0,234,937,0,468
"2020-10-30 16:14:49",0,710,0,1420,0,473
"2020-10-30 19:23:38",243,730,0,1217,0,974
"2020-10-30 22:32:18",0,235,0,1411,235,470
"2020-10-31 01:41:00",227,227,0,680,0,227
"2020-10-31 04:49:41",230,230,0,1149,0,230
"2020-10-31 08:23:49",226,226,0,226,0,226
"2020-10-31 11:32:30",0,896,0,1120,0,224
"2020-10-31 14:41:11",0,224,0,224,0,0
"2020-10-31 17:49:52",0,0,0,665,0,222
"2020-10-31 20:58:33",0,0,0,224,0,0
"2020-11-01 00:07:13",0,0,0,1067,0,853
"2020-11-01 03:15:54",0,0,0,643,0,214
"2020-11-01 06:49:57",0,653,0,871,0,218
"2020-11-01 09:58:37",0,426,0,213,0,852
"2020-11-01 13:07:18",0,214,0,0,0,642
"2020-11-01 16:15:57",0,221,0,662,0,441
"2020-11-01 19:24:38",0,0,0,445,0,890
"2020-11-01 22:33:19",0,0,0,1109,222,222
"2020-11-02 02:07:23",0,213,0,639,0,213
"2020-11-02 05:16:03",0,217,0,0,0,1083
"2020-11-02 08:24:44",0,0,0,215,0,430
"2020-11-02 11:33:24",0,425,0,425,0,212
"2020-11-02 14:42:05",213,425,0,213,0,638
"2020-11-02 17:50:46",441,0,0,0,0,661
"2020-11-02 21:24:34",0,0,0,865,0,0
"2020-11-03 00:33:15",0,0,0,423,0,212
"2020-11-03 03:41:55",0,0,211,211,0,633
"2020-11-03 06:50:35",0,0,0,0,0,425
"2020-11-03 09:59:16",423,0,0,634,0,634
"2020-11-03 13:07:57",0,210,0,0,0,0
"2020-11-03 16:42:05",0,0,0,431,0,216
"2020-11-03 19:50:45",0,0,0,432,0,432
"2020-11-03 22:59:26",0,0,0,425,0,213
"2020-11-04 02:08:06",0,0,0,425,0,212
"2020-11-04 05:16:54",0,433,0,216,0,649
"2020-11-04 08:25:46",0,215,0,0,0,215
"2020-11-04 11:34:38",0,0,0,217,0,0
"2020-11-04 15:09:01",0,220,0,0,0,439
"2020-11-04 18:17:53",0,216,0,0,0,432
"2020-11-04 21:26:34",0,221,0,0,0,442
"2020-11-05 00:35:14",0,213,0,213,0,638
"2020-11-05 03:43:55",0,0,216,649,0,1082
"2020-11-05 06:52:35",0,0,0,214,0,427
"2020-11-05 10:26:43",0,0,0,0,0,210
"2020-11-05 13:35:24",0,0,0,642,0,642
"2020-11-05 16:44:05",0,0,0,225,0,450
"2020-11-05 19:52:46",0,0,0,0,0,220
"2020-11-05 23:01:27",0,0,0,435,0,218
"2020-11-06 02:10:07",0,432,0,432,0,432
"2020-11-06 05:44:11",220,660,0,220,0,660
"2020-11-06 08:52:52",0,213,0,213,0,426
"2020-11-06 12:01:32",213,426,0,0,0,213
"2020-11-06 15:10:13",0,428,0,0,0,0
"2020-11-06 18:18:53",0,222,0,444,0,666
"2020-11-06 21:27:34",0,217,0,434,0,217
"2020-11-07 01:01:39",0,0,0,217,0,651
"2020-11-07 04:10:20",0,217,0,217,0,868
"2020-11-07 07:19:01",0,445,0,0,0,1112
"2020-11-07 10:27:42",0,214,0,214,0,214
"2020-11-07 13:36:23",0,659,0,220,0,439
"2020-11-07 16:45:04",0,665,0,0,0,887
"2020-11-07 19:53:45",0,223,0,0,0,446
"2020-11-07 23:27:52",0,216,0,433,0,0
"2020-11-08 02:36:32",0,432,0,648,0,432
"2020-11-08 05:45:13",225,451,0,0,0,225
"2020-11-08 08:53:54",0,0,0,228,0,913
"2020-11-08 12:02:35",0,219,0,0,0,438
"2020-11-08 15:11:15",0,224,0,224,0,224
"2020-11-08 18:44:57",0,228,0,455,0,228
"2020-11-08 21:53:39",0,703,0,234,0,468
"2020-11-09 01:02:20",0,216,0,0,0,432
"2020-11-09 04:11:01",223,223,0,0,0,0
"2020-11-09 07:19:42",0,454,0,0,0,227
"2020-11-09 10:28:23",0,465,0,465,0,0
"2020-11-09 14:02:33",0,472,0,0,0,0
"2020-11-09 17:11:14",0,0,0,447,0,223
"2020-11-09 20:19:56",0,248,248,496,0,248
"2020-11-09 23:28:38",0,696,0,232,0,0
"2020-11-10 02:37:18",0,0,0,696,0,0
"2020-11-10 05:45:59",0,464,0,232,232,232
"2020-11-10 09:19:46",0,0,233,467,0,233
"2020-11-10 12:28:28",0,236,0,473,0,473
"2020-11-10 16:24:19",231,924,0,462,0,462
"2020-11-10 19:33:00",0,483,0,0,0,483
"2020-11-10 22:41:41",238,951,0,238,0,475
"2020-11-11 01:50:23",0,0,0,0,0,232
"2020-11-11 05:24:31",231,1153,0,922,0,0
"2020-11-11 08:33:12",0,459,0,459,0,459
"2020-11-11 11:41:54",0,464,0,232,0,232
"2020-11-11 14:50:36",0,0,0,468,0,0
"2020-11-11 17:59:17",0,227,0,227,0,227
"2020-11-11 21:07:58",0,1169,0,234,0,0
"2020-11-12 00:16:39",0,457,0,457,0,457
"2020-11-12 03:50:45",0,1333,0,444,0,0
"2020-11-12 06:59:26",223,446,0,0,0,223
"2020-11-12 10:08:06",0,458,229,229,0,0
"2020-11-12 13:16:47",0,227,0,227,0,227
"2020-11-12 16:25:29",0,723,0,482,0,241
"2020-11-12 19:34:11",0,256,0,513,1025,256
"2020-11-12 23:22:05",236,0,0,472,0,944
"2020-11-13 02:30:46",0,0,0,457,0,228
"2020-11-13 05:39:27",0,0,0,907,0,0
"2020-11-13 08:48:07",0,454,227,227,0,0
"2020-11-13 11:56:48",0,0,0,0,0,678
"2020-11-13 15:05:29",0,454,0,0,0,227
"2020-11-13 18:39:36",0,227,0,227,0,0
"2020-11-13 21:48:16",0,443,0,221,0,0
"2020-11-14 00:56:58",223,0,0,0,0,223
"2020-11-14 04:05:38",220,0,0,220,0,220
"2020-11-14 07:14:19",0,224,0,447,0,0
"2020-11-14 10:23:00",0,0,0,0,0,0
"2020-11-14 13:31:40",0,221,0,0,0,0
"2020-11-14 17:05:48",219,0,0,437,0,219
"2020-11-14 20:14:29",0,0,0,222,0,0
"2020-11-14 23:23:10",0,220,0,220,0,220
"2020-11-15 02:31:51",0,218,0,218,0,218
"2020-11-15 05:40:32",0,0,0,0,0,217
"2020-11-15 08:49:12",0,0,0,220,0,220
"2020-11-15 12:23:20",0,439,0,219,0,219
"2020-11-15 15:32:01",0,220,0,220,0,441
"2020-11-15 18:40:42",0,230,0,0,0,0
"2020-11-15 21:49:23",225,0,0,674,0,450
"2020-11-16 00:58:03",227,454,0,0,0,454
"2020-11-16 04:06:44",0,236,236,473,0,945
"2020-11-16 07:40:31",0,711,237,237,237,948
"2020-11-16 10:49:12",226,451,226,451,0,677
"2020-11-16 13:57:52",229,0,229,229,0,687
"2020-11-16 15:55:47",0,0,0,0,0,0
"2020-11-16 21:53:36",0,472,0,708,0,236
"2020-11-17 01:02:17",231,231,0,694,0,0
"2020-11-17 04:10:58",225,0,0,0,225,225
"2020-11-17 07:44:39",0,220,0,0,0,0
"2020-11-17 10:53:20",221,0,0,0,0,0
"2020-11-17 14:02:00",0,227,0,453,0,453
"2020-11-17 17:10:41",0,224,0,0,0,0
"2020-11-17 20:19:22",0,452,0,226,0,0
"2020-11-17 23:28:02",0,0,225,450,225,0
"2020-11-18 03:02:10",0,0,0,443,0,665
"2020-11-18 06:10:51",0,0,0,890,0,1558
"2020-11-18 09:19:32",220,0,0,1102,0,0
"2020-11-18 12:28:12",0,0,0,0,0,0
"2020-11-18 15:36:53",0,446,0,0,0,446
"2020-11-18 20:19:54",223,223,0,0,223,0
"2020-11-18 23:54:02",0,0,0,448,0,0
"2020-11-19 03:02:43",0,221,0,0,0,0
"2020-11-19 07:22:10",0,0,0,889,0,0
"2020-11-19 10:30:52",0,0,0,221,0,441
"2020-11-19 13:39:33",0,447,0,224,0,0
"2020-11-19 16:48:14",0,0,224,448,0,0
"2020-11-19 20:22:22",0,0,0,672,0,672
"2020-11-19 23:31:03",0,0,0,221,0,221
"2020-11-20 02:39:44",0,0,225,450,0,0
"2020-11-20 05:48:24",0,0,0,446,0,446
"2020-11-20 08:57:05",0,0,0,886,0,0
"2020-11-20 12:05:46",456,0,0,228,0,228
"2020-11-20 15:39:30",0,452,0,226,0,226
"2020-11-20 18:48:11",0,0,0,0,0,0
"2020-11-20 21:56:52",0,460,230,690,0,230
"2020-11-21 01:05:33",0,0,0,219,0,438
"2020-11-21 04:14:14",0,217,0,217,0,217
"2020-11-21 07:22:55",0,0,223,223,223,445
"2020-11-21 10:57:00",0,0,0,218,0,436
"2020-11-21 14:05:41",0,447,0,0,0,223
"2020-11-21 17:14:22",226,226,0,452,0,678
"2020-11-21 20:23:03",0,225,0,225,0,674
"2020-11-21 23:30:43",0,0,0,219,0,0
"2020-11-22 02:39:23",0,0,0,0,0,221
"2020-11-22 06:13:28",0,0,0,0,0,222
"2020-11-22 09:22:09",0,218,0,0,0,0
"2020-11-22 12:30:51",0,0,0,0,0,463
"2020-11-22 15:39:34",0,0,0,0,0,263
"2020-11-22 18:48:15",0,0,0,268,0,268
"2020-11-22 21:56:57",0,248,0,496,0,0
"2020-11-23 01:05:39",0,740,0,493,0,247
"2020-11-23 04:39:44",0,964,0,723,0,241
"2020-11-23 07:48:25",0,0,0,486,0,243
"2020-11-23 10:57:07",0,0,0,721,0,481
"2020-11-23 14:05:48",0,235,0,471,0,235
"2020-11-23 17:14:29",254,0,0,1015,0,0
"2020-11-23 20:23:10",478,0,0,0,0,0
"2020-11-23 23:57:18",0,238,0,0,0,0
"2020-11-24 03:05:59",483,242,0,483,0,0
"2020-11-24 06:14:40",233,0,0,233,0,0
"2020-11-24 09:23:22",452,226,0,452,0,0
"2020-11-24 12:32:02",0,0,0,237,0,0
"2020-11-24 15:40:45",0,0,0,245,0,245
"2020-11-24 19:14:57",0,0,0,715,0,0
"2020-11-24 22:23:38",0,490,0,490,0,0
"2020-11-25 01:32:19",233,233,0,233,0,233
"2020-11-25 04:41:01",0,0,0,0,0,0
"2020-11-25 07:49:43",0,231,0,1157,0,0
"2020-11-25 10:58:24",0,232,0,232,0,0
"2020-11-25 14:32:07",0,0,0,0,0,0
"2020-11-25 17:40:51",0,488,0,733,0,0
"2020-11-25 20:49:35",0,0,0,484,0,0
"2020-11-25 23:58:17",0,0,0,223,0,223
"2020-11-26 03:06:59",0,233,0,0,0,0
"2020-11-26 06:15:41",0,0,0,0,0,235
"2020-11-26 09:24:23",0,0,0,1129,0,678
"2020-11-26 12:58:10",0,235,0,471,0,235
"2020-11-26 16:06:52",0,242,0,0,0,0
"2020-11-26 19:15:34",0,0,0,0,0,222
"2020-11-26 22:24:16",0,246,0,246,0,0
"2020-11-27 01:32:58",0,0,0,226,0,0
"2020-11-27 04:41:40",0,456,0,0,0,0
"2020-11-27 08:15:48",0,0,0,0,0,450
"2020-11-27 11:24:30",0,0,0,224,0,0
"2020-11-27 14:33:12",0,478,0,0,0,717
"2020-11-27 18:05:30",0,240,0,240,0,0
"2020-11-27 21:14:12",0,225,0,449,0,225
"2020-11-28 00:22:54",0,0,0,236,0,0
"2020-11-28 03:57:03",0,224,0,448,0,0
"2020-11-28 07:05:45",0,0,0,224,0,0
"2020-11-28 10:14:26",0,0,0,0,0,0
